X;Y;NOMBRE;DOMICILIO;IMAGEN;AUTOMAT;OBSERV;NRO_EST;HORARIO;DIRE_NORM
-58.42047096263039;-34.619802649015007;CASTRO Y MEXICO;CASTRO 680 ENTRE MEXICO Y AGRELO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;180;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;680 CASTRO
-58.389691907404696;-34.615637634194186;VIRREY CEVALLOS;MEXICO 1652 ENTRE VIRREY CEVALLOS Y SOLIS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;183;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1652 MEXICO
-58.421782575094312;-34.631369971819453;AV PAVON Y 33 ORIENTALES;33 ORIENTALES 1439, ENTRE AV. PAVON Y AV. GARAY;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;185;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1439 TREINTA Y TRES ORIENTALES
-58.407142529845487;-34.612551285682869;CATAMARCA;ADOLFO ALSINA 2910 Y CATAMARCA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;186;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2910 ALSINA ADOLFO
-58.38561510328617;-34.597798804635822;TALCAHUANO;TALCAHUANO 1034 Y MARCELO T DE ALVEAR;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;192;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1034 TALCAHUANO
-58.40597385351213;-34.591110880844745;ARENALES Y AGUERO;ARENALES 2882 Y AGUERO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;193;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2882 ARENALES
-58.422572042117523;-34.605952483313381;PERON Y FRANCISCO ACUÑA DE FIGUEROA;PERON, JUAN DOMINGO TTE 3989 ENTRE FRANCISCO ACUÑA DE FIGUEROA Y MEDRANO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-17;194;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3989 PERON JUAN DOMINGO TTE
-58.433506016026953;-34.610796276933669;ARANGUREN;ARANGUREN 188 ENTRE PORTUGAL Y EDUARDO ACEVEDO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;188;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;188 ARANGUREN JUAN F DR
-58.391318632494574;-34.630678908608012;PEDRO ECHAGUE;PEDRO ECHAGUE 1878 ENTRE COMBATE DE LOS POZOS Y AV ENTRE RIOS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;184;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1878 ECHAGUE PEDRO
-58.385586020481099;-34.588474694640745;POSADAS;POSADAS 1350 ENTRE MONTEVIDEO Y RODRIGUEZ PEÑA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;189;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1350 POSADAS
-58.431791182618312;-34.617666753946246;PARQUE RIVADAVIA;CHACO 250;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;187;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;250 CHACO
-58.387453831513604;-34.627049137072717;PLAZA GARAY;AV JUAN DE GARAY Y LUIS SAENZ PEÑA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;195;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GARAY JUAN DE AV Y SAENZ PEÑA LUIS PRES
-58.411227422339543;-34.585077755699494;JUNCAL;JUNCAL 3320 Y JERONIMO SALGUERO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;190;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3320 JUNCAL
-58.423480858497392;-34.613596262550857;QUINTINO BOCAYUVA;QUINTINO BOCAYUVA Y DON BOSCO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;197;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;BOCAYUVA QUINTINO Y DON BOSCO
-58.415881554842905;-34.62243894380331;ESTADOS UNIDOS Y BOEDO;ESTADOS UNIDOS 3568 ENTRE BOEDO Y MAZA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;199;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3568 ESTADOS UNIDOS
-58.40413806434006;-34.634380008770734;HOSPITAL SARDA;CATULO CASTILLO 2896 Y DEAN FUNES;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;198;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2896 CASTILLO CATULO
-58.366019048823837;-34.627776343153691;HOSPITAL ARGERICH;PI Y MARGALL 750 ENTRE NECOCHEA Y ALTE. BROWN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;196;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;750 PI Y MARGALL
-58.387652923008851;-34.608991591755817;CONGRESO II;AV RIVADAVIA Y PARANA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-17;39;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RIVADAVIA AV Y PARANA
-58.445986749829501;-34.586439891883934;ROSETI;ROSETI 50 Y AV DORREGO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;sep-17;102;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;50 ROSETI
-58.404361082670057;-34.588191458095594;AUSTRIA Y FRENCH;AUSTRIA 2080 ENTRE FRENCH Y JUNCAL;ESTACION_AUTOMATICA.PNG;AUTOMATICA;sep-17;200;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2080  AUSTRIA
-58.360399306334941;-34.639114073312314;LA BOCA;DON PEDRO DE MENDOZA 1819;ESTACION_AUTOMATICA.PNG;AUTOMATICA;INAUGURACION 05/12/2017;179;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;DON PEDRO DE MENDOZA AV 1819
